PID,Name,PClass,Age,Sex
401,"Eitemiller, Mr George Floyd",2nd,23,male
402,"Enander, Mr Ingvar",2nd,21,male
403,"Fahlstrom, Mr Arne Jonas",2nd,19,male
404,"Faunthorpe, Mr Harry",2nd,NA,male
405,"Faunthorpe, Mrs Lizzie (see Wilkinson, E)",2nd,NA,female
406,"Fillbrook, Mr Charles",2nd,NA,male
407,"Fox, Mr Stanley H",2nd,38,male
408,"Frost, Mr Anthony (Archie) W",2nd,NA,male
409,"Funk, Miss Annie C",2nd,38,female
410,"Fynney, Mr Joseph J",2nd,35,male
411,"Gale, Mr Harry",2nd,35,male
412,"Gale, Mr Shadrach",2nd,38,male
413,"Garside, Miss Ethel",2nd,24,female
414,"Gaskell, Mr Alfred",2nd,16,male
415,"Gavey, Mr Lawrence",2nd,26,male
416,"Gilbert, Mr William",2nd,45,male
417,"Giles, Mr Edgar",2nd,24,male
418,"Giles, Mr Frederick",2nd,21,male
419,"Giles, Mr Ralph",2nd,22,male
420,"Gill, Mr John W",2nd,NA,male
421,"Gillespie, Mr William",2nd,34,male
422,"Givard, Mr Hans Christensen",2nd,30,male
423,"Greenberg, Mr Samuel",2nd,50,male
424,"Hale, Mr Reginald",2nd,30,male
425,"Hamalainen, Mrs William (Anna)",2nd,23,female
426,"Hamalainen, Master Viljo",2nd,1,male
427,"Harbeck, Mr William H",2nd,44,male
428,"Harper, Rev John",2nd,28,male
429,"Harper, Miss Nina",2nd,6,female
430,"Harris, Mr George",2nd,30,male
431,"Harris, Mr Walter",2nd,NA,male
432,"Hart, Mr Benjamin",2nd,43,male
433,"Hart, Mrs Benjamin (Esther)",2nd,45,female
434,"Hart, Miss Eva Miriam",2nd,7,female
435,"Herman, Miss Alice",2nd,24,female
436,"Herman, Miss Kate",2nd,24,female
437,"Herman, Mr Samuel",2nd,49,male
438,"Herman, Mrs Samuel (Jane Laver)",2nd,48,female
439,"Hewlett, Mrs Mary D",2nd,NA,female
440,"Hickman, Mr Leonard Mark",2nd,34,male
441,"Hickman, Mr Lewis",2nd,32,male
442,"Hickman, Mr Stanley George",2nd,21,male
443,"Hiltunen, Miss Marta",2nd,18,female
444,"Hocking, Mrs Elizabeth",2nd,53,female
445,"Hocking, Mr George",2nd,23,male
446,"Hocking, Miss Ellen (Nellie)",2nd,21,female
447,"Hocking, Mr Samuel James",2nd,NA,male
448,"Hodges, Mr Henry Price",2nd,52,male
449,"Hold, Mr Stephen",2nd,42,male
450,"Hold, Mrs Stephen (Annie Margaret)",2nd,36,female
451,"Hood, Mr Ambrose, Jr",2nd,21,male
452,"Hosono, Mr Masafumi",2nd,41,male
453,"Howard, Mr Benjamin",2nd,NA,male
454,"Howard, Mrs Benjamin (Ellen Truelove)",2nd,NA,female
455,"Hunt, Mr George Henry",2nd,33,male
456,"Ilett, Miss Bertha",2nd,17,female
457,Jacobsohn Mr Samuel,*,NA,male
458,"Jacobsohn, Mrs Sidney Samuel (Amy Frances Christy)",2nd,NA,female
459,"Jarvis, Mr John Denzil",2nd,NA,male
460,"Jefferys, Mr Clifford",2nd,NA,male
461,"Jefferys, Mr Ernest",2nd,NA,male
462,"Jenkin, Mr Stephen Curnow",2nd,NA,male
463,"Jerwan, Mrs Amin S (Marie Thuillard)",2nd,23,female
464,"Kantor, Mr Sinai",2nd,34,male
465,"Kantor, Mrs Sinai (Miriam Sternim)",2nd,NA,female
466,"Karnes, Mrs J Frank (Claire Bennett)",2nd,22,female
467,"Keane, Mr Daniel",2nd,NA,male
468,"Keane, Miss Nora A",2nd,NA,female
469,"Kelly, Mrs Florence (Fannie)",2nd,45,female
470,"Kirkland, Rev Charles Leonard",2nd,NA,male
471,"Knight, Mr Robert",2nd,NA,male
472,"Kvillner, Mr Johan Henrik Johannesson",2nd,31,male
473,"Lahtinen, Rev William",2nd,30,male
474,"Lahtinen, Mrs William (Anna Sylvan)",2nd,26,female
475,"Lamb, Mr John James",2nd,NA,male
476,"Lemore, Mrs Amelia",2nd,34,female
477,"LaRoche, Mr Joseph",2nd,26,male
478,"LaRoche, Mrs Joseph (Juliet)",2nd,22,female
479,"LaRoche, Miss Louise",2nd,1,female
480,"LaRoche, Miss Simonne",2nd,3,female
481,"Lehmann, Miss Bertha",2nd,NA,female
482,"Leitch, Miss Jessie",2nd,NA,female
483,"Levy, Mr Rene Jacques",2nd,NA,male
484,"Leyson, Mr Robert William Norman",2nd,25,male
485,"Lingan, Mr John",2nd,NA,male
486,"Louch, Mr Charles Alexander",2nd,48,male
487,"Louch, Mrs Charles Alexander (Alice Adelaide)",2nd,NA,female
488,"Mack, Mrs Mary",2nd,57,female
489,"Malachard, Mr Noel",2nd,NA,male
490,"Mallet, Mr Albert",2nd,NA,male
491,"Mallet, Mrs Albert (Antoinette)",2nd,NA,female
492,"Mallet, Master Andre",2nd,2,male
493,"Mangiavacchi, Mr Serafino Emilio",2nd,NA,male
494,"Mantvila, Rev Joseph",2nd,27,male
495,"Marshall, Mrs Kate Louise Phillips",2nd,19,female
496,"Matthews, Mr William John",2nd,30,male
497,"Maybery, Mr Frank H",2nd,20,male
498,"McCrae, Mr Arthur Gordon",2nd,45,male
499,"McCrie, Mr James Matthew",2nd,NA,male
500,"McKane, Mr Peter D",2nd,46,male
501,"Mellenger, Mrs Elizabeth Anne",2nd,41,female
502,"Mellenger, Miss Madeleine Violet",2nd,13,female
503,"Mellor, Mr William John",2nd,19,male
504,"Meyer, Mr August",2nd,30,male
505,"Milling, Mr Jacob Christian",2nd,48,male
506,"Mitchell, Mr Henry Michael",2nd,71,male
507,"Moraweck, Dr Ernest",2nd,54,male
508,"Morley, Mr William",2nd,NA,male
509,"Mudd, Mr Thomas C",2nd,NA,male
510,"Myles, Mr Thomas Francis",2nd,64,male
511,"Nasser (Nasrallah), Mr Nicholas",2nd,32,male
512,"Nasser (Nasrallah), Mrs Nicholas",2nd,18,female
513,"Navratil, Master Edmond Roger",2nd,2,male
514,"Navratil, Mr Michel",2nd,32,male
515,"Navratil, Master Michel M",2nd,3,male
516,"Nesson, Mr Israel",2nd,26,male
517,"Nicholls, Mr Joseph Charles",2nd,19,male
518,"Norman, Mr Robert Douglas",2nd,NA,male
519,"Nourney, Mr Alfred (aka Baron von Drachstedt)",2nd,20,male
520,"Nye, Mrs Elizabeth Ramell",2nd,29,female
521,"Otter, Mr Richard",2nd,39,male
522,"Oxenham, Mr Percy Thomas",2nd,22,male
523,"Padro y Manent, Mr Julian",2nd,NA,male
524,"Pain, Dr Alfred",2nd,24,male
525,"Pallas y Castello, Mr Emilio",2nd,NA,male
526,"Parker, Mr Clifford R",2nd,28,male
527,"Parkes, Mr Francis (Frank)",2nd,NA,male
528,"Parrish, Mrs Lutie Davis",2nd,50,female
529,"Pengelly, Mr Frederick",2nd,20,male
530,"Peruschitz, Rev Joseph M",2nd,40,male
531,"Phillips, Miss Alice",2nd,42,female
532,"Phillips, Mr Robert",2nd,21,male
533,"Pinsky, Miss Rosa",2nd,32,female
534,"Ponesell, Mr Martin",2nd,34,male
535,"Portaluppi, Mr Emilio",2nd,NA,male
536,"Pulbaum, Mr Frank",2nd,NA,male
537,"Quick, Mrs Frederick C (Jane Richards)",2nd,33,female
538,"Quick, Miss Phyllis May",2nd,2,female
539,"Quick, Miss Winifred Vera",2nd,8,female
540,"Reeves, Mr David",2nd,36,male
541,"Renouf, Mr Peter Henry",2nd,34,male
542,"Renouf, Mrs Peter Henry (Lillian Jefferys)",2nd,30,female
543,"Reynaldo, Mrs Encarnacion",2nd,28,female
544,"Richard, Mr Emil",2nd,23,male
545,"Richards, Master George Sidney",2nd,0.8,male
546,"Richards, Mrs Sidney (Emily Hocking)",2nd,25,female
547,"Richards, Master William Rowe",2nd,3,male
548,"Ridsdale, Miss Lucy",2nd,50,female
549,"Rogers, Mr Harry",2nd,NA,male
550,"Rugg, Miss Emily",2nd,21,female
551,"Sedgwick, Mr Charles Frederick Waddington",2nd,NA,male
552,"Sharp, Mr Percival",2nd,NA,male
553,"Shelley, Mrs William (Imanita)",2nd,25,female
554,"Silven, Miss Lyyli",2nd,18,female
555,"Sincock, Miss Maude",2nd,20,female
556,"Siukonnen, Miss Anna",2nd,30,female
557,"Sjostedt, Mr Ernst Adolf",2nd,59,male
558,"Slayter, Miss Hilda Mary",2nd,30,female
559,"Slemen, Mr Richard James",2nd,35,male
560,"Smith (Schmidt), Mr Augustus",2nd,22,male
561,"Smith, Miss Marion",2nd,NA,female
562,"Sobey, Mr Hayden",2nd,25,male
563,"Stanton, Mr Samuel Ward",2nd,41,male
564,"Stokes, Mr Philip Joseph",2nd,25,male
565,"Sweet, Mr George",2nd,14,male
566,"Toomey, Miss Ellen",2nd,50,female
567,"Troupiansky, Mr Moses Aaron",2nd,22,male
568,"Trout, Mrs William H (Jessie L)",2nd,NA,female
569,"Troutt, Miss Edwina Celia",2nd,27,female
570,"Turpin, Mr William John",2nd,29,male
571,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",2nd,27,female
572,"Veale, Mr James",2nd,30,male
573,"Waelens, Mr Achille",2nd,22,male
574,"Walcroft, Miss Nellie",2nd,35,female
575,"Ware, Mr John James",2nd,30,male
576,"Ware, Mrs John James (Florence Louise Long)",2nd,28,female
577,"Ware, Mr William J",2nd,23,male
578,"Watson, Mr Ennis Hastings",2nd,NA,male
579,"Watt, Miss Bertha",2nd,12,female
580,"Watt, Mrs James (Bessie Inglis Milne)",2nd,40,female
581,"Webber, Miss Susan",2nd,36,female
582,"Weisz, Mr Leopold",2nd,28,male
583,"Weisz, Mrs Leopold (Mathilde)",2nd,32,female
584,"Wells, Mrs Arthur H (Addie Trevaskis)",2nd,29,female
585,"Wells, Miss Joan",2nd,4,female
586,"Wells, Master Ralph Lester",2nd,2,male
587,"West, Miss Barbara J",2nd,NA,female
588,"West, Miss Constance Mirium",2nd,NA,female
589,"West, Mr Edwy Arthur",2nd,36,male
590,"West, Mrs Edwy Arthur (Ada Mary)",2nd,33,female
591,"Wheadon, Mr Edward",2nd,NA,male
592,"Wheeler, Mr Edwin",2nd,NA,male
593,"Wheeler, Mr Frederick",2nd,NA,male
594,"Wilhelms, Mr Charles",2nd,32,male
595,"Wilkinson, Mrs Elizabeth Anne",2nd,NA,female
596,"Williams, Mr Charles Eugene",2nd,NA,male
597,"Wright, Miss Marion",2nd,26,female
598,"Yrois, Miss Henriette",2nd,NA,female
599,"Aldworth, Mr Charles Augustus",2nd,30,male
600,"Brown, Miss Mildred",2nd,24,female
601,"Pernot, Mr Rene",2nd,NA,male
602,"Swane, Mr George",2nd,18,male
603,"Abbing, Mr Anthony",3rd,42,male
604,"Abbott, Master Eugene Joseph",3rd,13,male
605,"Abbott, Mr Rossmore Edward",3rd,16,male
606,"Abbott, Mrs Stanton (Rosa)",3rd,35,female
607,"Abelseth, Miss Anna Karen",3rd,16,female
608,"Abelseth, Mr Olaus",3rd,25,male
609,"Abraham, Mrs Joseph (Sophie Easu)",3rd,18,female
610,"Abrahamsson, Mr August",3rd,20,male
611,"Adahl, Mr Mauritz Nils Martin",3rd,30,male
612,"Adams, Mr John",3rd,26,male
613,"Ahlin, Mrs Johanna Persdotter",3rd,40,female
614,"Ahmed, Mr Ali",3rd,24,male
615,"Aijo-Nirva, Mr Isak",3rd,41,male
616,"Aks, Mrs Sam (Leah Rosen)",3rd,18,female
617,"Aks, Master Philip",3rd,0.83,male
618,"Alexander, Mr William",3rd,23,male
619,"Alhomaki, Mr Ilmari Rudolf",3rd,20,male
620,"Ali, Mr William",3rd,25,male
621,"Allen, Mr William Henry",3rd,35,male
622,"Allum, Mr Owen George",3rd,17,male
623,"Andersen, Mr Albert Karvin",3rd,32,male
624,"Andersen, Mr Thor Olsvigen",3rd,20,male
625,"Andersson, Mr Anders Johan",3rd,39,male
626,"Andersson, Mrs Anders Johan (Alfrida K Brogren)",3rd,39,female
627,"Andersson, Miss Ebba Iris",3rd,6,female
628,"Andersson, Miss Ellis Anna Maria",3rd,2,female
629,"Andersson, Miss Erna",3rd,17,female
630,"Andersson, Miss Ida Augusta Margareta",3rd,38,female
631,"Andersson, Miss Ingeborg Constancia",3rd,9,female
632,"Andersson, Mr Johan Samuel",3rd,26,male
633,"Andersson, Miss Sigrid Elizabeth",3rd,11,female
634,"Andersson, Master Sigvard Harald Elias",3rd,4,male
635,"Andreasson, Mr Paul Edvin",3rd,20,male
636,"Angheloff, Mr Minko",3rd,26,male
637,"Arnold, Mr Josef",3rd,25,male
638,"Arnold, Mrs Josef (Josephine Frank)",3rd,18,female
639,"Aronsson, Mr Ernst Axel Algot",3rd,24,male
640,"Asim, Mr Adola",3rd,35,male
641,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",3rd,40,male
642,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",3rd,38,female
643,"Asplund, Master Carl Edgar",3rd,5,male
644,"Asplund, Master Clarence Gustaf Hugo",3rd,9,male
645,"Aspland, Master Edvin Rojj Felix",3rd,3,male
646,"Asplund, Master Filip Oscar",3rd,13,male
647,"Asplund, Mr John Charles",3rd,23,male
648,"Asplund, Miss Lillian Gertrud",3rd,5,female
649,"Assaf, Mr Gerios",3rd,NA,male
650,"Assaf, Mrs Mariana",3rd,45,female
651,"Assam, Mr Ali",3rd,23,male
652,"Attalah, Miss Malaka",3rd,17,female
653,"Attala (Kalil), Mr Solomon",3rd,27,male
654,"Augustsson, Mr Albert",3rd,23,male
655,"Baccos, Mr Rafoul",3rd,20,male
656,"Backstrom, Mr Karl Alfred",3rd,32,male
657,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",3rd,33,female
658,"Baclini, Miss Eugenie",3rd,3,female
659,"Baclini, Miss Helene",3rd,NA,female
660,"Baclini, Miss Maria",3rd,NA,female
661,"Baclini, Mrs Solomon (Latifa)",3rd,NA,female
662,"Badman, Miss Emily Louisa",3rd,18,female
663,"Badt, Mr Mohamed",3rd,40,male
664,"Balkic, Mr Cerin",3rd,26,male
665,"Banoura, Miss Ayout",3rd,15,female
666,"Barbara, Mrs Catherine",3rd,45,female
667,"Barbara, Miss Saude",3rd,18,female
668,"Barry, Miss Julia",3rd,27,female
669,"Barton, Mr David",3rd,22,male
670,"Beavan, Mr William Thomas",3rd,19,male
671,"Bengtsson, Mr John Viktor",3rd,26,male
672,"Berglund, Mr Karl Ivar Sven",3rd,22,male
673,"Betros, Mr Tannous",3rd,20,male
674,"Bing, Mr Lee",3rd,32,male
675,"Birkeland, Mr Hans",3rd,21,male
676,"Bjorklund, Ernst Herbert",3rd,18,male
677,"Bostandyeff, Mr Guentcho",3rd,26,male
678,"Boulos, Master Akar",3rd,6,male
679,"Boulos, Mr Hanna",3rd,NA,male
680,"Boulos, Mrs Joseph (Sultana)",3rd,NA,female
681,"Boulos, Miss Laura",3rd,9,female
682,"Bourke, Mr John",3rd,40,male
683,"Bourke, Mrs John (Catherine)",3rd,32,female
684,"Bourke, Miss Mary",3rd,NA,female
685,"Bowen, Mr David",3rd,26,male
686,"Bradley, Miss Bridget Delia",3rd,18,female
687,"Braf, Miss Elin Ester Maria",3rd,20,female
688,"Brahim, Mr Youssef",3rd,NA,male
689,"Braund, Mr Lewis Richard",3rd,29,male
690,"Braund, Mr Owen Harris",3rd,22,male
691,"Brobek, Mr Karl Rudolf",3rd,22,male
692,"Brocklebank, Mr William Alfred",3rd,35,male
693,"Buckley, Mr Daniel",3rd,21,male
694,"Buckley, Miss Katherine",3rd,20,female
695,"Burke, Mr Jeremiah",3rd,19,male
696,"Burns, Miss Mary Delia",3rd,18,female
697,"Cacic, Mr Grego",3rd,18,male
698,"Cacic, Mr Luka",3rd,38,male
699,"Cacic, Mr Manda",3rd,NA,male
700,"Cacic, Mr Maria",3rd,30,male
701,"Calic, Mr Peter",3rd,17,male
702,"Canavan, Miss Mary",3rd,21,female
703,"Canavan, Mr Patrick",3rd,21,male
704,"Cann, Mr Ernest",3rd,21,male
705,"Caram (Kareem), Mr Joseph",3rd,NA,male
706,"Caram (Kareem), Mrs Joseph (Maria Elias)",3rd,NA,female
707,"Carlsson, Mr Carl Robert",3rd,24,male
708,"Carlsson, Mr Frans Olof",3rd,33,male
709,"Carlsson, Mr Julius",3rd,33,male
710,"Carlsson, Mr August Sigfrid",3rd,28,male
711,"Carr, Miss Helen",3rd,16,female
712,"Carr, Miss Jeannie",3rd,37,female
713,"Carver, Mr Alfred John",3rd,28,male
714,"Cassem, Mr Nassef Belmenly",3rd,NA,male
715,"Celotti, Mr Francesco",3rd,24,male
716,"Chartens, Mr David",3rd,21,male
717,"Chebab, Mr Emir Farres",3rd,NA,male
718,"Chip, Mr Chang",3rd,32,male
719,"Christmann, Mr Emil",3rd,29,male
720,"Chronopoulos, Mr Apostolos",3rd,26,male
721,"Chronopoulos, Mr Demetrios",3rd,18,male
722,"Coelho, Mr Domingos Fernandes",3rd,20,male
723,"Cohen, Mr Gurshon (Gus)",3rd,19,male
724,"Colbert, Mr Patrick",3rd,24,male
725,"Coleff, Mr Fotio",3rd,24,male
726,"Coleff, Mr Peyo",3rd,36,male
727,"Conlin, Mr Thomas Henry",3rd,31,male
728,"Connaghton, Mr Michael",3rd,31,male
729,"Connolly, Miss Kate",3rd,30,female
730,"Connolly, Miss Kate",3rd,22,female
731,"Connors, Mr Patrick",3rd,NA,male
732,"Cook, Mr Jacob",3rd,43,male
733,"Cor, Mr Bartol",3rd,35,male
734,"Cor, Mr Ivan",3rd,27,male
735,"Cor, Mr Ludovik",3rd,19,male
736,"Corn, Mr Harry",3rd,30,male
737,"Coutts, Mrs William (Minnie)",3rd,36,female
738,"Coutts, Master Neville",3rd,3,male
739,"Coutts, Master William Leslie",3rd,9,male
740,"Coxon, Mr Daniel",3rd,59,male
741,"Crease, Mr Ernest James",3rd,19,male
742,"Cribb, Mr John Hatfield",3rd,44,male
743,"Cribb, Miss Laura Alice",3rd,17,female
744,"Daher, Mr Tannous",3rd,NA,male
745,"Dahl, Mr Charles Edward",3rd,45,male
746,"Dahlberg, Miss Gerda Ulrika",3rd,22,female
747,"Dakic, Mr Branko",3rd,19,male
748,"Daly, Mr Eugene",3rd,29,male
749,"Daly, Miss Marcella",3rd,30,female
750,"Danbom, Mr Ernst Gilbert",3rd,34,male
751,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",3rd,28,female
752,"Danbom, Master Gilbert Sigvard Emanuel",3rd,0.33,male
753,"Danoff, Mr Yoto",3rd,27,male
754,"Dantchoff, Mr Khristo",3rd,25,male
755,"Davies, Mr Alfred",3rd,24,male
756,"Davies, Mr Evan",3rd,22,male
757,"Davies, Mr John",3rd,21,male
758,"Davies, Mr Joseph",3rd,17,male
759,"Davison, Mr Thomas Henry",3rd,NA,male
760,"Davison, Mrs Thomas Henry (Mary Finck)",3rd,NA,female
761,"Dean, Mr Bertram",3rd,26,male
762,"Dean, Mrs Bertram (Eva)",3rd,33,female
763,"Dean, Master Bertram Vere",3rd,1,male
764,"Dean, Miss Elizabeth Gladys (Millvena)",3rd,0.17,female
765,"Delalic, Mr Regyo",3rd,25,male
766,"De Messemaeker, Mr William Joseph",3rd,36,male
767,"De Messemaeker, Mrs William Joseph (Anna)",3rd,36,female
768,"De Mulder, Mr Theo",3rd,30,male
769,"Denkoff, Mr Mito",3rd,NA,male
770,"Dennis, Mr Samuel",3rd,23,male
771,"Dennis, Mr William",3rd,26,male
772,"Devaney, Miss Margaret",3rd,19,female
773,"Dewan, Mr Frank",3rd,65,male
774,"Dibo, Mr Elias",3rd,NA,male
775,"Dimic, Mr Jovan",3rd,42,male
776,"Dintcheff, Mr Valtcho",3rd,43,male
777,"Dooley, Mr Patrick",3rd,32,male
778,"Dorkings, Mr Edward Arthur",3rd,19,male
779,"Dowdell, Miss Elizabeth",3rd,30,female
780,"Doyle, Miss Elizabeth",3rd,24,female
781,"Drapkin, Miss Jennie",3rd,23,female
782,"Drazonovic, Mr Josef",3rd,NA,male
783,"Driscoll, Miss Bridget",3rd,24,female
784,"Duquemin, Mr Joseph",3rd,24,male
785,"Dyker, Mr Adolf Fredrik",3rd,23,male
786,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",3rd,22,female
787,"Econovic, Mr Joso",3rd,NA,male
788,"Edvardsson, Mr Gustaf Hjalmar",3rd,18,male
789,"Eklund, Mr Hans Linus",3rd,16,male
790,"Ekstrom, Mr Johan",3rd,45,male
791,"Elias, Mr Elias",3rd,NA,male
792,"Elias, Mr John",3rd,NA,male
793,"Elias, Mr Joseph",3rd,NA,male
794,"Elsbury, Mr James",3rd,47,male
795,"Emanuel, Miss Virginia Ethel",3rd,5,female
796,"Emmeth, Mr Thomas",3rd,NA,male
797,"Everett, Thomas James",3rd,NA,male
798,"Farrell, Mr James",3rd,NA,male
799,"Finoli, Mr Luigi",3rd,NA,male
800,"Fischer, Mr Eberhard Telander",3rd,NA,male
801,"Flynn, Mr James",3rd,NA,male
802,"Flynn, Mr John",3rd,NA,male
803,"Foley, Mr Joseph",3rd,NA,male
804,"Foley, Mr William",3rd,NA,male
805,"Foo, Mr Choong",3rd,NA,male
806,"Ford, Mr Arthur",3rd,NA,male
807,"Ford, Miss Doolina Margaret",3rd,21,female
808,"Ford, Mr Edward Watson",3rd,18,male
809,"Ford, Miss Maggie",3rd,9,female
810,"Ford, Mrs Edward (Margaret Ann)",3rd,48,female
811,"Ford, Mr Neil Watson",3rd,16,male
812,"Fox, Mr Patrick",3rd,NA,male
813,"Franklin, Mr Charles",3rd,NA,male
814,"Gallagher, Mr Martin",3rd,25,male
815,"Garfirth, Mr John",3rd,NA,male
816,"Georges, Mrs Shahini Weappi",3rd,38,female
817,"Gilinski, Mr Leslie",3rd,22,male
818,"Gilnagh, Miss Katie",3rd,16,female
819,"Glynn, Miss Mary Agatha",3rd,NA,female
820,"Goldsmith, Mr Frank John",3rd,33,male
821,"Goldsmith, Mrs Frank John (Emily A Brown)",3rd,NA,female
822,"Goldsmith, Master Frank John William",3rd,9,male
823,"Goldsmith, Mr Nathan",3rd,41,male
824,"Goncalves, Mr Manuel Estanslas",3rd,38,male
825,"Goodwin, Mr Frederick",3rd,40,male
826,"Goodwin, Mrs Frederick (Augusta)",3rd,43,female
827,"Goodwin, Mr Charles E",3rd,14,male
828,"Goodwin, Miss Lillian A",3rd,16,female
829,"Goodwin, Master Harold V",3rd,9,male
830,"Goodwin, Miss Jessie A",3rd,10,female
831,"Goodwin, Master Sidney L",3rd,6,male
832,"Goodwin, Master William F",3rd,11,male
833,"Green, Mr George",3rd,40,male
834,"Gronnestad, Mr Daniel Danielsen",3rd,32,male
835,"Guest, Mr Robert",3rd,NA,male
836,"Gustafsson, Mr Alfred Ossian",3rd,20,male
837,"Gustafsson, Mr Anders Vilhelm",3rd,37,male
838,"Gustafsson, Mr Johan Birger",3rd,28,male
839,"Gustafsson, Mr Karl Gideon",3rd,19,male
840,"Haas, Miss Aloisia",3rd,24,female
841,"Hagardon, Miss Kate",3rd,17,female
842,"Hagland, Mr Ingvald Olsen",3rd,NA,male
843,"Hagland, Mr Konrad Mathias Reiersen",3rd,NA,male
844,"Hakkarainen, Mr Pekko Pietari",3rd,28,male
845,"Hakkarainen, Mrs Pekko Pietari",3rd,24,female
846,"Hampe, Mr Leon",3rd,20,male
847,"Hansen, Mr Claus Peter",3rd,41,male
848,"Hansen, Mrs Claus Peter",3rd,45,female
849,"Hansen, Mr Henrik Juul",3rd,26,male
